korean,category_guess,source_sentence,is_registered,matched_glossary_term,note
재난안전교육 가정 연계,건강·안전,재난안전교육 후 가정 연계 활동지를 보내 드립니다,N,안전교육,preferred_vi 입력 필요
재난안전교육가정,건강·안전,재난안전교육 후 가정 연계 활동지를 보내 드립니다,N,안전교육,preferred_vi 입력 필요
재난안전교육가정연계,건강·안전,재난안전교육 후 가정 연계 활동지를 보내 드립니다,N,안전교육,preferred_vi 입력 필요
목도리,기타,추운 날에는 장갑과 목도리를 하면 좋습니다,N,,preferred_vi 입력 필요
장갑,기타,추운 날에는 장갑과 목도리를 하면 좋습니다,N,,preferred_vi 입력 필요
14000원,비용,현장학습 참가비 14000원을 내 주세요,N,,preferred_vi 입력 필요
참가비 14000원,비용,현장학습 참가비 14000원을 내 주세요,N,,preferred_vi 입력 필요
참가비14000원,비용,현장학습 참가비 14000원을 내 주세요,N,,preferred_vi 입력 필요
현장학습 참가비,비용,현장학습 참가비 14000원을 내 주세요,N,,preferred_vi 입력 필요
현장학습 참가비 14000원,비용,현장학습 참가비 14000원을 내 주세요,N,,preferred_vi 입력 필요
현장학습참가비,비용,현장학습 참가비 14000원을 내 주세요,N,,preferred_vi 입력 필요
현장학습참가비14000원,비용,현장학습 참가비 14000원을 내 주세요,N,,preferred_vi 입력 필요
참가비 14000원 납부해,비용,현장학습 참가비 14000원을 납부해 주세요,N,납부,preferred_vi 입력 필요
참가비14000원납부해,비용,현장학습 참가비 14000원을 납부해 주세요,N,납부,preferred_vi 입력 필요
복도안전,건강·안전,복도에서 뛰지 않게 알려 주세요,N,,preferred_vi 입력 필요
생활지,기타,복도에서 뛰지 않게 알려 주세요,N,,preferred_vi 입력 필요
개학,일정,새 교과서는 개학일에 나눠 줍니다,Y,개학,기존 사전 용어
개학일,일정,새 교과서는 개학일에 나눠 줍니다,N,개학,preferred_vi 입력 필요
학년,일정,새 학년 교과서는 개학일에 배부합니다,Y,개학; 학년,기존 사전 용어
12일,일정,6월 12일에 구강검진을 합니다,N,,preferred_vi 입력 필요
구강검진,일정,6월 12일에 구강검진을 합니다,N,,preferred_vi 입력 필요
보건소,일정,6월 12일에 구강검진을 합니다,N,,preferred_vi 입력 필요
15일,일정,4월 15일 음악실에서 합창부 오디션이 있습니다,N,,preferred_vi 입력 필요
오디션,일정,4월 15일 음악실에서 합창부 오디션이 있습니다,N,,preferred_vi 입력 필요
합창부,일정,4월 15일 음악실에서 합창부 오디션이 있습니다,N,,preferred_vi 입력 필요
태풍,기타,태풍 때 등교 시간 변경은 앱으로 알려 줍니다,N,등교,preferred_vi 입력 필요
검정색 바지 준비해,준비물,학예회 때 흰색 윗옷과 검정색 바지를 준비해 주세요,N,학예회,preferred_vi 입력 필요
검정색바지준비해,준비물,학예회 때 흰색 윗옷과 검정색 바지를 준비해 주세요,N,학예회,preferred_vi 입력 필요
바지 준비해,준비물,학예회 때 흰색 윗옷과 검정색 바지를 준비해 주세요,N,학예회,preferred_vi 입력 필요
바지준비해,준비물,학예회 때 흰색 윗옷과 검정색 바지를 준비해 주세요,N,학예회,preferred_vi 입력 필요
의상,준비물,학예회 때 흰색 윗옷과 검정색 바지를 준비해 주세요,N,학예회,preferred_vi 입력 필요
학예회,준비물,학예회 때 흰색 윗옷과 검정색 바지를 준비해 주세요,Y,학예회,기존 사전 용어
학교공사,기타,공사 때문에 후문으로 다녀 주세요,N,,preferred_vi 입력 필요
후문,기타,공사 때문에 후문으로 다녀 주세요,N,,preferred_vi 입력 필요
도서기증,비용,책 기증을 원하는 가정은 책을 보내 주세요,N,,preferred_vi 입력 필요
학급문고,비용,책 기증을 원하는 가정은 책을 보내 주세요,N,,preferred_vi 입력 필요
학급,기타,학급 문고 도서 기증을 희망하는 가정은 책을 보내 주세요,Y,학급,기존 사전 용어
보호자,기타,보호자 한 분이 평가 설문에 응답해 주세요,Y,보호자,기존 사전 용어
설문,기타,보호자 한 분이 평가 설문에 응답해 주세요,N,보호자,preferred_vi 입력 필요
유치원평,비용,보호자 한 분이 평가 설문에 응답해 주세요,N,보호자,preferred_vi 입력 필요
과학실험,기타,빈 페트병 1개를 씻어서 보내 주세요,N,,preferred_vi 입력 필요
페트병,기타,빈 페트병 1개를 씻어서 보내 주세요,N,,preferred_vi 입력 필요
하원,비용,하원 시간이 바뀌면 오후 1시 전까지 키즈노트로 알려 주세요,Y,키즈노트; 하원,기존 사전 용어
하원시간,비용,하원 시간이 바뀌면 오후 1시 전까지 키즈노트로 알려 주세요,N,키즈노트; 하원,preferred_vi 입력 필요
공개수업,일정,공개수업 날에는 대중교통을 이용해 주세요,Y,공개수업,기존 사전 용어
공개수업 날,일정,공개수업 날에는 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
공개수업 날에 대중교통,일정,공개수업 날에는 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
공개수업날,일정,공개수업 날에는 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
공개수업날에대중교통,일정,공개수업 날에는 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
주차,일정,공개수업 날에는 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
공개수업 당일,일정,공개수업 당일 주차 공간이 부족하니 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
공개수업 당일 주차,일정,공개수업 당일 주차 공간이 부족하니 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
공개수업당일,일정,공개수업 당일 주차 공간이 부족하니 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
공개수업당일주차,일정,공개수업 당일 주차 공간이 부족하니 대중교통을 이용해 주세요,N,공개수업,preferred_vi 입력 필요
물통,기타,깨끗한 물통에 이름을 붙여 보내 주세요,N,,preferred_vi 입력 필요
요리활동,건강·안전,알레르기 여부를 설문으로 알려 주세요,N,알레르기,preferred_vi 입력 필요
반납,기타,교과서 상태를 확인해 주세요,N,,preferred_vi 입력 필요
19일,일정,4월 19일에 어린이대공원으로 갑니다,N,,preferred_vi 입력 필요
어린이대공원,일정,4월 19일에 어린이대공원으로 갑니다,N,,preferred_vi 입력 필요
현장학습 4월,일정,봄 현장학습은 4월 19일 어린이대공원에서 진행됩니다,N,,preferred_vi 입력 필요
현장학습 4월 19일,일정,봄 현장학습은 4월 19일 어린이대공원에서 진행됩니다,N,,preferred_vi 입력 필요
현장학습4월,일정,봄 현장학습은 4월 19일 어린이대공원에서 진행됩니다,N,,preferred_vi 입력 필요
현장학습4월19일,일정,봄 현장학습은 4월 19일 어린이대공원에서 진행됩니다,N,,preferred_vi 입력 필요
생일잔치,일정,생일잔치 날 개인 선물은 보내지 않습니다,N,,preferred_vi 입력 필요
선물,일정,생일잔치 날 개인 선물은 보내지 않습니다,N,,preferred_vi 입력 필요
22일,일정,3월 22일 오후 2시에 학부모 총회가 있습니다,N,학부모 총회,preferred_vi 입력 필요
22일 2시 총회,일정,3월 22일 오후 2시에 학부모 총회가 있습니다,N,학부모 총회,preferred_vi 입력 필요
22일2시총회,일정,3월 22일 오후 2시에 학부모 총회가 있습니다,N,학부모 총회,preferred_vi 입력 필요
2시 총회,일정,3월 22일 오후 2시에 학부모 총회가 있습니다,N,학부모 총회,preferred_vi 입력 필요
2시총회,일정,3월 22일 오후 2시에 학부모 총회가 있습니다,N,학부모 총회,preferred_vi 입력 필요
총회,일정,3월 22일 오후 2시에 학부모 총회가 있습니다,N,학부모 총회,preferred_vi 입력 필요
학부모 총회,일정,3월 22일 오후 2시에 학부모 총회가 있습니다,Y,학부모 총회,기존 사전 용어
학부모총회,일정,3월 22일 오후 2시에 학부모 총회가 있습니다,N,학부모 총회,preferred_vi 입력 필요
1학기 총회,일정,1학기 학부모 총회는 3월 22일 금요일 오후 2시에 강당에서 열립니다,N,학부모 총회,preferred_vi 입력 필요
1학기 총회 3월,일정,1학기 학부모 총회는 3월 22일 금요일 오후 2시에 강당에서 열립니다,N,학부모 총회,preferred_vi 입력 필요
1학기총회,일정,1학기 학부모 총회는 3월 22일 금요일 오후 2시에 강당에서 열립니다,N,학부모 총회,preferred_vi 입력 필요
1학기총회3월,일정,1학기 학부모 총회는 3월 22일 금요일 오후 2시에 강당에서 열립니다,N,학부모 총회,preferred_vi 입력 필요
총회 3월,일정,1학기 학부모 총회는 3월 22일 금요일 오후 2시에 강당에서 열립니다,N,학부모 총회,preferred_vi 입력 필요
총회 3월 22일,일정,1학기 학부모 총회는 3월 22일 금요일 오후 2시에 강당에서 열립니다,N,학부모 총회,preferred_vi 입력 필요
총회3월,일정,1학기 학부모 총회는 3월 22일 금요일 오후 2시에 강당에서 열립니다,N,학부모 총회,preferred_vi 입력 필요
총회3월22일,일정,1학기 학부모 총회는 3월 22일 금요일 오후 2시에 강당에서 열립니다,N,학부모 총회,preferred_vi 입력 필요
영어 캠프 신청서,일정,6월 20일까지 영어 캠프 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
영어캠프신청서,일정,6월 20일까지 영어 캠프 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
캠프 신청서,일정,6월 20일까지 영어 캠프 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
캠프신청서,일정,6월 20일까지 영어 캠프 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
신청서 6월,일정,영어 캠프 신청서는 6월 20일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
신청서 6월 20일,일정,영어 캠프 신청서는 6월 20일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
신청서6월,일정,영어 캠프 신청서는 6월 20일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
신청서6월20일,일정,영어 캠프 신청서는 6월 20일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
캠프 신청서 6월,일정,영어 캠프 신청서는 6월 20일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
캠프신청서6월,일정,영어 캠프 신청서는 6월 20일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
동의,일정,금요일까지 사진 사용 동의 여부를 내 주세요,N,,preferred_vi 입력 필요
사진사용,일정,금요일까지 사진 사용 동의 여부를 내 주세요,N,,preferred_vi 입력 필요
11월7일,일정,11월 7일 오전에 인형극을 봅니다,N,,preferred_vi 입력 필요
7일,일정,11월 7일 오전에 인형극을 봅니다,N,,preferred_vi 입력 필요
학부모연수,일정,6월 18일에 온라인 학부모 연수가 있습니다,N,,preferred_vi 입력 필요
교육급여,제출,교육급여는 주민센터나 복지로에서 신청합니다,N,,preferred_vi 입력 필요
교육급여 주민센터나,제출,교육급여는 주민센터나 복지로에서 신청합니다,N,,preferred_vi 입력 필요
교육급여 주민센터나 복지,제출,교육급여는 주민센터나 복지로에서 신청합니다,N,,preferred_vi 입력 필요
교육급여주민센터나,제출,교육급여는 주민센터나 복지로에서 신청합니다,N,,preferred_vi 입력 필요
교육급여주민센터나복지,제출,교육급여는 주민센터나 복지로에서 신청합니다,N,,preferred_vi 입력 필요
복지,제출,교육급여는 주민센터나 복지로에서 신청합니다,N,,preferred_vi 입력 필요
신청합니다,제출,교육급여는 주민센터나 복지로에서 신청합니다,N,,preferred_vi 입력 필요
교육급여 신청,제출,교육급여 신청은 주민센터 또는 온라인 복지로에서 가능합니다,N,,preferred_vi 입력 필요
교육급여 신청 주민센터,제출,교육급여 신청은 주민센터 또는 온라인 복지로에서 가능합니다,N,,preferred_vi 입력 필요
교육급여신청,제출,교육급여 신청은 주민센터 또는 온라인 복지로에서 가능합니다,N,,preferred_vi 입력 필요
교육급여신청주민센터,제출,교육급여 신청은 주민센터 또는 온라인 복지로에서 가능합니다,N,,preferred_vi 입력 필요
구입신청,일정,다음 주 화요일까지 졸업앨범 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
졸업앨범,일정,다음 주 화요일까지 졸업앨범 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
졸업앨범 신청서,일정,다음 주 화요일까지 졸업앨범 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
졸업앨범신청서,일정,다음 주 화요일까지 졸업앨범 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
화요일 졸업앨범 신청서,일정,다음 주 화요일까지 졸업앨범 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
화요일졸업앨범신청서,일정,다음 주 화요일까지 졸업앨범 신청서를 내 주세요,N,신청서,preferred_vi 입력 필요
구입 신청서,일정,졸업앨범 구입 신청서를 다음 주 화요일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
구입 신청서 화요일,일정,졸업앨범 구입 신청서를 다음 주 화요일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
구입신청서,일정,졸업앨범 구입 신청서를 다음 주 화요일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
구입신청서화요일,일정,졸업앨범 구입 신청서를 다음 주 화요일까지 제출해 주세요,N,신청서; 제출,preferred_vi 입력 필요
